0,15.8043
1,23.3143
2,18.6643
3,22.7143
4,20.1343
5,21.7843
6,22.3143
7,22.4343
8,20.4743
9,22.8043
10,21.6343
11,21.9343
12,22.8743
13,21.5943
14,17.6043
15,24.5
16,20.4343
17,16.2843
18,21.1543
19,23.2643
20,20.9543
21,19.4428
22,20.6743
23,17.7643
24,20.6743
25,17.7143
26,21.0043
27,20.5843
28,21.8643
29,21.9943
30,23.4543
31,22.0043
32,22.1043
33,22.4643
34,18.3443
35,21.0543
36,24.1243
37,21.5543
38,21.4543
39,19.4643
40,19.7343
41,22.2143
42,20.7243
43,20.1243
44,20.8743
45,21.0543
46,23.1243
47,23.5143
48,21.6043
49,17.17
50,24.34
51,22.6943
52,24.7243
54,20.9143
55,21.8443
56,20.504
57,18.3743
58,24.5243
61,18.6843
62,23.0343
63,22.7943
64,23.5243
65,21.7443
66,22.6243
67,20.4043
68,21.7643
69,22.6643
70,19.8843
71,21.0143
72,20.3243
73,24.7343
74,20.6443
75,22.3143
76,21.0843
77,20.3943
78,25.5143
79,16.9343
80,22.4943
81,19.6743
82,19.3043
83,23.5443
84,23.8343
85,23.1143
86,20.7243
87,18.5743
88,22.2143
89,23.4143
90,21.7243
91,22.5743
92,23.1443
93,21.2843
94,19.4443
96,20.9743
97,19.8043
98,22.9843
99,24.7943
100,23.5643
101,23.71
102,20.8494
103,21.6643
104,18.5843
105,22.9743
106,22.2943
107,21.7943
108,22.6843
109,21.1143
110,23.8343
111,19.6143
112,24.6143
113,21.2143
114,21.9743
115,23.1443
116,22.2143
117,20.6843
118,21.1543
119,20.8243
120,20.2943
121,21.8543
122,19.1243
123,21.4243
124,21.2643
125,20.3043
126,22.4243
127,24.4743
128,23.8643
129,21.8143
130,20.8343
131,26.3043
132,23.9943
133,19.2543
134,20.7243
135,23.7943
136,23.1643
137,20.6643
138,23.0043
139,21.8343
140,21.8343
141,23.0343
142,16.6943
143,20.7143
144,20.6343
145,21.1743
146,19.0343
147,21.7643
148,21.9843
149,22.2043
150,19.8643
151,21.3343
152,23.8943
153,22.0643
154,19.4443
155,21.708
156,20.9043
157,18.6043
158,21.2943
159,20.2243
160,21.4443
161,22.2943
162,20.5143
163,19.4743
164,20.3143
165,20.4443
166,22.3943
167,26.9443
168,17.0643
169,21.3143
170,21.1343
171,23.4443
172,22.2143
173,20.7343
174,20.8043
175,22.3443
176,21.4943
177,21.1143
178,23.3143
179,20.9443
180,23.0843
181,22.5343
182,24.2043
183,23.6943
184,26.0043
185,23.0643
186,20.9643
187,23.0343
188,23.7743
189,21.4043
190,22.7643
191,23.8143
192,22.4243
193,21.3543
194,19.7543
195,20.7543
196,22.7643
197,23.1943
198,21.3543
199,21.6643
200,19.9543
201,21.6343
202,22.0043
203,23.3043
204,21.5017
205,24.5143
206,18.4743
207,22.9843
208,23.7643
209,20.8143
211,24.3043
212,22.7743
213,23.5343
214,25.6543
215,22.8343
216,23.6643
217,22.6043
218,21.6343
219,20.3843
220,19.2143
221,21.3443
222,18.9343
223,22.0543
224,21.6043
225,22.0043
226,20.5443
227,21.5743
228,23.6143
229,20.7343
230,26.7643
231,24.9443
232,22.9743
233,20.4043
234,23.6043
235,23.9243
236,21.4843
237,25.2643
238,22.4243
239,20.0443
240,22.0843
241,25.2643
242,21.9043
243,20.6043
244,21.4143
245,21.1043
246,21.7843
247,23.6543
248,22.2243
249,24.4043
250,20.8343
251,22.5843
