,0
0,19.680999999999997
1,19.537499999999998
2,19.5605
3,19.7515
4,19.8205
5,19.845166666666668
6,19.831999999999997
7,19.805166666666665
8,19.82
9,19.918333333333333
10,19.973666666666666
11,19.86566666666667
12,19.7805
13,19.857333333333333
14,19.95733333333333
15,19.894166666666667
16,19.805166666666665
17,19.799
18,19.774166666666666
19,19.773
20,19.753833333333333
21,19.751166666666666
22,19.67833333333333
23,19.535666666666664
24,19.499666666666666
25,19.453166666666664
26,19.457666666666665
27,19.52316666666667
28,19.558833333333332
29,19.6265
30,19.6935
31,19.830833333333334
32,19.939833333333333
33,19.850333333333335
34,19.715333333333334
35,19.599333333333334
36,19.552666666666667
37,19.674500000000002
38,19.795333333333332
39,19.7105
40,19.549
41,19.55633333333333
42,19.717166666666667
43,19.776833333333336
44,19.698833333333333
45,19.639666666666667
46,19.598000000000003
47,19.589333333333336
48,19.631999999999998
49,19.659666666666666
50,19.814333333333334
51,19.96416666666667
52,20.03333333333333
53,20.006
54,19.94616666666667
55,19.992833333333333
56,19.929000000000002
57,19.805999999999997
58,19.78516666666667
59,19.785333333333334
60,19.726333333333333
61,19.603
62,19.524166666666666
63,19.578333333333333
64,19.644166666666667
65,19.617666666666665
66,19.527333333333335
67,19.4655
68,19.415166666666664
69,19.449166666666663
70,19.540166666666664
71,19.53483333333333
72,19.452166666666667
73,19.4065
74,19.374499999999998
75,19.363333333333333
76,19.4215
77,19.429333333333332
78,19.4155
79,19.377
80,19.311666666666667
81,19.314500000000002
82,19.317666666666668
83,19.3415
84,19.362833333333334
85,19.431833333333337
86,19.567
87,19.609833333333334
88,19.591
89,19.5465
90,19.606833333333334
91,19.717333333333336
92,19.703166666666664
93,19.647333333333336
94,19.694166666666668
95,19.805833333333332
96,19.917
97,19.921166666666664
98,19.89633333333333
99,19.954666666666668
100,19.956333333333333
101,19.9635
102,19.971
103,19.927666666666667
104,19.9155
105,19.954833333333333
106,19.945
107,19.9705
108,19.99416666666667
109,19.9535
110,19.971666666666668
111,19.954166666666666
112,19.926833333333335
113,20.0235
114,20.138333333333332
115,20.093666666666667
116,20.033166666666666
117,20.0315
118,20.051166666666667
119,20.096666666666668
120,20.123
121,20.143
122,20.215666666666667
123,20.260833333333334
124,20.145833333333336
125,20.075
126,20.1205
127,20.136333333333333
128,20.109166666666667
129,20.089333333333336
130,20.1265
131,20.134166666666665
132,20.1455
133,20.270333333333333
134,20.383833333333335
135,20.350666666666665
136,20.34316666666667
137,20.327333333333335
138,20.299999999999997
139,20.322666666666663
140,20.286833333333334
141,20.307000000000002
142,20.340333333333334
143,20.279166666666665
144,20.183333333333334
145,20.155333333333335
146,20.1455
147,20.167333333333332
148,20.135666666666665
149,20.062666666666665
150,20.038999999999998
151,20.043333333333337
152,20.0635
153,19.999000000000002
154,19.926499999999997
155,19.863166666666665
156,19.768833333333333
157,19.700833333333332
158,19.674166666666668
159,19.6795
160,19.676
161,19.684333333333335
162,19.684166666666663
163,19.61933333333333
164,19.638333333333335
165,19.751666666666665
166,19.781000000000002
167,19.73166666666667
168,19.689500000000002
169,19.744
170,19.860166666666665
171,19.891666666666666
172,19.933166666666665
173,19.978
174,20.011833333333332
175,20.03183333333333
176,19.982833333333332
177,19.934833333333337
178,19.878166666666665
179,19.855666666666668
180,19.86866666666667
181,19.82616666666667
182,19.76383333333333
183,19.721833333333333
184,19.688833333333335
185,19.735500000000002
186,19.837666666666667
187,19.96183333333333
188,19.98966666666667
189,19.97266666666667
190,19.983999999999998
191,19.97083333333333
192,20.0375
193,20.027333333333335
194,19.883666666666667
195,19.809833333333334
196,19.868166666666667
197,19.966166666666666
198,20.027
199,20.007333333333335
200,19.908166666666666
201,19.84433333333333
202,19.782833333333333
203,19.71933333333333
204,19.713833333333334
205,19.74583333333333
206,19.816666666666663
207,19.85333333333333
208,19.910666666666668
209,19.947666666666663
210,19.927166666666665
211,19.955666666666666
212,19.922833333333333
213,19.935499999999998
214,20.048666666666666
215,19.930833333333332
216,19.769666666666666
217,19.753166666666665
218,19.793
219,19.80783333333333
220,19.811166666666665
221,19.822
222,19.738500000000002
223,19.658166666666666
224,19.637833333333333
225,19.622
226,19.492833333333333
227,19.3545
228,19.269666666666666
229,19.212833333333332
230,19.1995
231,19.127666666666666
232,19.058
233,19.08716666666667
234,19.1385
235,19.187166666666666
236,19.205166666666663
237,19.205833333333334
238,19.199166666666667
239,19.22083333333333
240,19.2215
241,19.194333333333333
242,19.248333333333335
243,19.325166666666668
244,19.378833333333333
245,19.498
246,19.633
247,19.653333333333336
248,19.660333333333334
249,19.665999999999997
250,19.639166666666668
251,19.6435
252,19.5735
253,19.570333333333334
254,19.658
255,19.680666666666667
256,19.732333333333333
257,19.823333333333334
258,19.911833333333334
259,19.969
260,20.018
261,20.062666666666665
262,20.075499999999998
263,20.056333333333335
264,20.012500000000003
265,19.921166666666668
266,19.768
267,19.75
268,19.832333333333334
269,19.782
270,19.722
271,19.681666666666665
272,19.650333333333332
273,19.658166666666666
274,19.722
275,19.809833333333334
276,19.760666666666665
277,19.650166666666667
278,19.614666666666665
279,19.576166666666666
280,19.599666666666668
281,19.684166666666666
282,19.826499999999996
283,19.953333333333333
284,19.9555
285,19.9425
286,19.936999999999998
287,19.899833333333333
288,19.9215
289,19.998666666666665
290,19.99433333333333
291,19.954166666666666
292,19.935333333333332
293,19.936833333333333
294,19.897
295,19.923499999999997
296,20.05933333333333
297,20.082
298,20.09016666666667
299,20.186666666666667
300,20.291333333333334
301,20.365499999999997
302,20.376666666666665
303,20.302
304,20.149166666666666
305,20.035
306,20.045333333333332
307,20.118333333333332
308,20.1085
309,20.145333333333333
310,20.1785
311,20.0955
312,20.066666666666666
313,20.057666666666666
314,20.032666666666664
315,20.0445
316,20.045
317,20.060333333333332
318,19.996166666666667
319,19.847500000000004
320,19.7825
321,19.8035
322,19.867666666666665
323,19.923166666666667
324,19.937666666666665
325,19.8215
326,19.713166666666666
327,19.662333333333336
328,19.570666666666668
329,19.539833333333334
330,19.593666666666667
331,19.683333333333334
332,19.752833333333335
333,19.763333333333335
334,19.767
335,19.778666666666666
336,19.742833333333333
337,19.67383333333333
338,19.667666666666666
339,19.65083333333333
340,19.604666666666667
341,19.55466666666667
342,19.456833333333336
343,19.3935
344,19.369833333333332
345,19.357166666666664
346,19.327499999999997
347,19.27883333333333
348,19.251333333333335
349,19.246333333333332
350,19.213
351,19.177333333333333
352,19.214333333333332
353,19.183500000000002
354,19.130000000000003
355,19.185
356,19.261000000000003
357,19.301000000000002
358,19.292166666666667
359,19.233666666666668
360,19.116999999999997
361,18.963500000000003
362,18.880499999999998
363,18.9435
364,19.04116666666667
365,19.084333333333333
366,19.117666666666665
367,19.174
368,19.2395
369,19.279666666666667
370,19.262999999999998
371,19.288833333333333
372,19.357333333333333
373,19.322333333333333
374,19.273000000000003
375,19.28666666666667
376,19.432833333333335
377,19.599
378,19.649833333333333
379,19.636166666666668
380,19.694166666666668
381,19.786333333333335
382,19.6785
383,19.597666666666665
384,19.610166666666665
385,19.640166666666666
386,19.690666666666665
387,19.6905
388,19.727833333333333
389,19.824166666666667
390,19.8505
391,19.838499999999996
392,19.877000000000002
393,19.8955
394,19.851499999999998
395,19.800333333333334
396,19.7485
397,19.6825
398,19.598333333333333
399,19.543166666666664
400,19.548833333333334
401,19.525166666666664
402,19.468333333333334
403,19.513666666666666
404,19.566000000000003
405,19.495666666666665
406,19.312666666666665
407,19.149166666666666
408,19.1495
409,19.22116666666667
410,19.249166666666667
411,19.244833333333332
412,19.348833333333335
413,19.493
414,19.516333333333336
415,19.432000000000002
416,19.319333333333333
417,19.302
418,19.250333333333334
419,19.15716666666667
420,19.179166666666667
421,19.2435
422,19.218833333333336
423,19.167166666666667
424,19.156666666666666
425,19.189333333333334
426,19.262833333333333
427,19.228833333333334
428,19.238333333333333
429,19.304499999999997
430,19.34
431,19.391166666666667
432,19.378166666666665
433,19.319000000000003
434,19.34733333333333
435,19.4295
436,19.4745
437,19.470666666666666
438,19.387833333333333
439,19.285666666666668
440,19.186
441,19.134166666666665
442,19.063499999999998
443,19.00266666666667
444,19.069333333333333
445,19.14633333333333
446,19.156
447,19.09316666666667
448,19.114333333333335
449,19.229833333333332
450,19.287
451,19.317666666666668
452,19.3245
453,19.258833333333335
454,19.19666666666667
455,19.1685
456,19.113
457,19.172
458,19.237333333333336
459,19.2
460,19.152833333333334
461,19.1455
462,19.2245
463,19.259166666666665
464,19.3085
465,19.364833333333333
466,19.332333333333334
467,19.318833333333334
468,19.408833333333334
469,19.538
470,19.651333333333334
471,19.741166666666665
472,19.806333333333335
473,19.83566666666667
474,19.817
475,19.823666666666668
476,19.895166666666668
477,20.042833333333334
478,20.168333333333337
479,20.137666666666668
480,20.09383333333333
481,20.06716666666667
482,20.060166666666667
483,20.09883333333333
484,20.098333333333333
485,20.072333333333333
486,20.039666666666665
487,20.0285
488,20.024
489,20.006166666666665
490,19.995833333333334
491,20.040999999999997
492,19.976
493,19.8585
494,19.7895
495,19.752000000000002
496,19.761166666666668
497,19.738333333333333
498,19.661833333333334
499,19.627833333333335
500,19.613666666666667
501,19.553333333333335
502,19.53483333333333
503,19.453833333333332
504,19.352166666666665
505,19.310166666666667
506,19.234833333333334
507,19.1535
508,19.106833333333334
509,19.018666666666668
